country,states,id,country_iso2,country_norm,emoji_flag
Thailand,"[{""name"": ""Amnat Charoen"", ""active"": true}, {""name"": ""Ang Thong"", ""active"": true}, {""name"": ""Bangkok"", ""active"": true}, {""name"": ""Bueng Kan"", ""active"": true}, {""name"": ""Buri Ram"", ""active"": true}, {""name"": ""Chachoengsao"", ""active"": true}, {""name"": ""Chai Nat"", ""active"": true}, {""name"": ""Chaiyaphum"", ""active"": true}, {""name"": ""Chanthaburi"", ""active"": true}, {""name"": ""Chiang Mai"", ""active"": true}, {""name"": ""Chiang Rai"", ""active"": true}, {""name"": ""Chonburi"", ""active"": true}, {""name"": ""Chumphon"", ""active"": true}, {""name"": ""Kalasin"", ""active"": true}, {""name"": ""Kamphaeng Phet"", ""active"": true}, {""name"": ""Kanchanaburi"", ""active"": true}, {""name"": ""Khon Kaen"", ""active"": true}, {""name"": ""Krabi"", ""active"": true}, {""name"": ""Lampang"", ""active"": true}, {""name"": ""Lamphun"", ""active"": true}, {""name"": ""Loei"", ""active"": true}, {""name"": ""Lopburi"", ""active"": true}, {""name"": ""Mae Hong Son"", ""active"": true}, {""name"": ""Maha Sarakham"", ""active"": true}, {""name"": ""Mukdahan"", ""active"": true}, {""name"": ""Nakhon Nayok"", ""active"": true}, {""name"": ""Nakhon Pathom"", ""active"": true}, {""name"": ""Nakhon Phanom"", ""active"": true}, {""name"": ""Nakhon Ratchasima"", ""active"": true}, {""name"": ""Nakhon Sawan"", ""active"": true}, {""name"": ""Nakhon Si Thammarat"", ""active"": true}, {""name"": ""Nan"", ""active"": true}, {""name"": ""Narathiwat"", ""active"": true}, {""name"": ""Nong Bua Lam Phu"", ""active"": true}, {""name"": ""Nong Khai"", ""active"": true}, {""name"": ""Nonthaburi"", ""active"": true}, {""name"": ""Pathum Thani"", ""active"": true}, {""name"": ""Pattani"", ""active"": true}, {""name"": ""Phang Nga"", ""active"": true}, {""name"": ""Phatthalung"", ""active"": true}, {""name"": ""Phayao"", ""active"": true}, {""name"": ""Phetchabun"", ""active"": true}, {""name"": ""Phetchaburi"", ""active"": true}, {""name"": ""Phichit"", ""active"": true}, {""name"": ""Phitsanulok"", ""active"": true}, {""name"": ""Phrae"", ""active"": true}, {""name"": ""Phuket"", ""active"": true}, {""name"": ""Prachinburi"", ""active"": true}, {""name"": ""Prachuap Khiri Khan"", ""active"": true}, {""name"": ""Ranong"", ""active"": true}, {""name"": ""Ratchaburi"", ""active"": true}, {""name"": ""Rayong"", ""active"": true}, {""name"": ""Roi Et"", ""active"": true}, {""name"": ""Sa Kaeo"", ""active"": true}, {""name"": ""Sakon Nakhon"", ""active"": true}, {""name"": ""Samut Prakan"", ""active"": true}, {""name"": ""Samut Sakhon"", ""active"": true}, {""name"": ""Samut Songkhram"", ""active"": true}, {""name"": ""Saraburi"", ""active"": true}, {""name"": ""Satun"", ""active"": true}, {""name"": ""Sing Buri"", ""active"": true}, {""name"": ""Sisaket"", ""active"": true}, {""name"": ""Songkhla"", ""active"": true}, {""name"": ""Sukhothai"", ""active"": true}, {""name"": ""Suphan Buri"", ""active"": true}, {""name"": ""Surat Thani"", ""active"": true}, {""name"": ""Surin"", ""active"": true}, {""name"": ""Tak"", ""active"": true}, {""name"": ""Trang"", ""active"": true}, {""name"": ""Trat"", ""active"": true}, {""name"": ""Ubon Ratchathani"", ""active"": true}, {""name"": ""Udon Thani"", ""active"": true}, {""name"": ""Uthai Thani"", ""active"": true}, {""name"": ""Uttaradit"", ""active"": true}, {""name"": ""Yala"", ""active"": true}, {""name"": ""Yasothon"", ""active"": true}]",8d37e4d4-899d-412e-8c43-602c09e24583,TH, hailand,🇹🇭
Timor-Leste,"[{""name"": ""Aileu"", ""active"": true}, {""name"": ""Ainaro"", ""active"": true}, {""name"": ""Baucau"", ""active"": true}, {""name"": ""Bobonaro"", ""active"": true}, {""name"": ""Covalima"", ""active"": true}, {""name"": ""Dili"", ""active"": true}, {""name"": ""Ermera"", ""active"": true}, {""name"": ""Lautém"", ""active"": true}, {""name"": ""Liquiçá"", ""active"": true}, {""name"": ""Manatuto"", ""active"": true}, {""name"": ""Manufahi"", ""active"": true}, {""name"": ""Viqueque"", ""active"": true}]",4b0dff2b-da5b-429a-bbe2-3037298ffec3,TI, imor este,🇹🇮
Tonga,"[{""name"": ""Haʻapai"", ""active"": true}, {""name"": ""Tongatapu"", ""active"": true}, {""name"": ""Vavaʻu"", ""active"": true}]",bad80d3a-ced1-40f8-b93c-1eb482e268b1,TO, onga,🇹🇴
Trinidad and Tobago,"[{""name"": ""Arima"", ""active"": true}, {""name"": ""Chaguanas"", ""active"": true}, {""name"": ""Couva–Tabaquite–Talparo"", ""active"": true}, {""name"": ""Diego Martin"", ""active"": true}, {""name"": ""Mayaro–Rio Claro"", ""active"": true}, {""name"": ""Penal–Debe"", ""active"": true}, {""name"": ""Point Fortin"", ""active"": true}, {""name"": ""Port of Spain"", ""active"": true}, {""name"": ""San Fernando"", ""active"": true}, {""name"": ""San Juan–Laventille"", ""active"": true}, {""name"": ""Sangre Grande"", ""active"": true}, {""name"": ""Siparia"", ""active"": true}, {""name"": ""Tunapuna–Piarco"", ""active"": true}]",229eb9c3-fad9-4053-972a-3735b7c3d13b,TR, rinidad and obago,🇹🇷
Uzbekistan,"[{""name"": ""Andijan"", ""active"": true}, {""name"": ""Bukhara"", ""active"": true}, {""name"": ""Fergana"", ""active"": true}, {""name"": ""Jizzakh"", ""active"": true}, {""name"": ""Khorezm"", ""active"": true}, {""name"": ""Kashkadarya"", ""active"": true}, {""name"": ""Navoi"", ""active"": true}, {""name"": ""Namangan"", ""active"": true}, {""name"": ""Qashqadaryo"", ""active"": true}, {""name"": ""Samarqand"", ""active"": true}, {""name"": ""Sirdaryo"", ""active"": true}, {""name"": ""Surxondaryo"", ""active"": true}, {""name"": ""Tashkent"", ""active"": true}, {""name"": ""Tashkent City"", ""active"": true}, {""name"": ""Xorazm"", ""active"": true}]",a4f4530c-36ef-4392-8f20-42ebce8c8504,UZ, zbekistan,🇺🇿
Tunisia,"[{""name"": ""Ariana"", ""active"": true}, {""name"": ""Béja"", ""active"": true}, {""name"": ""Ben Arous"", ""active"": true}, {""name"": ""Bizerte"", ""active"": true}, {""name"": ""Gabès"", ""active"": true}, {""name"": ""Gafsa"", ""active"": true}, {""name"": ""Jendouba"", ""active"": true}, {""name"": ""Kairouan"", ""active"": true}, {""name"": ""Kasserine"", ""active"": true}, {""name"": ""Kebili"", ""active"": true}, {""name"": ""La Manouba"", ""active"": true}, {""name"": ""Le Kef"", ""active"": true}, {""name"": ""Mahdia"", ""active"": true}, {""name"": ""Médenine"", ""active"": true}, {""name"": ""Monastir"", ""active"": true}, {""name"": ""Nabeul"", ""active"": true}, {""name"": ""Sfax"", ""active"": true}, {""name"": ""Sidi Bou Zid"", ""active"": true}, {""name"": ""Siliana"", ""active"": true}, {""name"": ""Sousse"", ""active"": true}, {""name"": ""Tataouine"", ""active"": true}, {""name"": ""Tozeur"", ""active"": true}, {""name"": ""Tunis"", ""active"": true}, {""name"": ""Zaghouan"", ""active"": true}]",21af0051-f225-4caa-8c98-fe97c5ee490f,TU, unisia,🇹🇺
Turkey,"[{""name"": ""Adana"", ""active"": true}, {""name"": ""Adıyaman"", ""active"": true}, {""name"": ""Afyonkarahisar"", ""active"": true}, {""name"": ""Ağrı"", ""active"": true}, {""name"": ""Amasya"", ""active"": true}, {""name"": ""Ankara"", ""active"": true}, {""name"": ""Antalya"", ""active"": true}, {""name"": ""Artvin"", ""active"": true}, {""name"": ""Aydın"", ""active"": true}, {""name"": ""Balıkesir"", ""active"": true}, {""name"": ""Bilecik"", ""active"": true}, {""name"": ""Bingöl"", ""active"": true}, {""name"": ""Bitlis"", ""active"": true}, {""name"": ""Bolu"", ""active"": true}, {""name"": ""Burdur"", ""active"": true}, {""name"": ""Bursa"", ""active"": true}, {""name"": ""Çanakkale"", ""active"": true}, {""name"": ""Çankırı"", ""active"": true}, {""name"": ""Çorum"", ""active"": true}, {""name"": ""Denizli"", ""active"": true}, {""name"": ""Diyarbakır"", ""active"": true}, {""name"": ""Edirne"", ""active"": true}, {""name"": ""Elazığ"", ""active"": true}, {""name"": ""Erzincan"", ""active"": true}, {""name"": ""Erzurum"", ""active"": true}, {""name"": ""Eskişehir"", ""active"": true}, {""name"": ""Gaziantep"", ""active"": true}, {""name"": ""Giresun"", ""active"": true}, {""name"": ""Gümüşhane"", ""active"": true}, {""name"": ""Hakkari"", ""active"": true}, {""name"": ""Hatay"", ""active"": true}, {""name"": ""Iğdır"", ""active"": true}, {""name"": ""Isparta"", ""active"": true}, {""name"": ""Mersin"", ""active"": true}, {""name"": ""İstanbul"", ""active"": true}, {""name"": ""İzmir"", ""active"": true}, {""name"": ""Kahramanmaraş"", ""active"": true}, {""name"": ""Karabük"", ""active"": true}, {""name"": ""Karaman"", ""active"": true}, {""name"": ""Kars"", ""active"": true}, {""name"": ""Kastamonu"", ""active"": true}, {""name"": ""Kayseri"", ""active"": true}, {""name"": ""Kırıkkale"", ""active"": true}, {""name"": ""Kırklareli"", ""active"": true}, {""name"": ""Kırşehir"", ""active"": true}, {""name"": ""Kilis"", ""active"": true}, {""name"": ""Kocaeli"", ""active"": true}, {""name"": ""Konya"", ""active"": true}, {""name"": ""Kütahya"", ""active"": true}, {""name"": ""Malatya"", ""active"": true}, {""name"": ""Manisa"", ""active"": true}, {""name"": ""Mardin"", ""active"": true}, {""name"": ""Muğla"", ""active"": true}, {""name"": ""Muş"", ""active"": true}, {""name"": ""Nevşehir"", ""active"": true}, {""name"": ""Niğde"", ""active"": true}, {""name"": ""Ordu"", ""active"": true}, {""name"": ""Osmaniye"", ""active"": true}, {""name"": ""Rize"", ""active"": true}, {""name"": ""Sakarya"", ""active"": true}, {""name"": ""Samsun"", ""active"": true}, {""name"": ""Siirt"", ""active"": true}, {""name"": ""Sinop"", ""active"": true}, {""name"": ""Sivas"", ""active"": true}, {""name"": ""Şanlıurfa"", ""active"": true}, {""name"": ""Şırnak"", ""active"": true}, {""name"": ""Tekirdağ"", ""active"": true}, {""name"": ""Tokat"", ""active"": true}, {""name"": ""Trabzon"", ""active"": true}, {""name"": ""Tunceli"", ""active"": true}, {""name"": ""Uşak"", ""active"": true}, {""name"": ""Van"", ""active"": true}, {""name"": ""Yalova"", ""active"": true}, {""name"": ""Yozgat"", ""active"": true}, {""name"": ""Zonguldak"", ""active"": true}]",f3258531-2d48-41a2-806e-59a6a8745bf3,TU, urkey,🇹🇺
Turks and Caicos Islands,"[{""name"": ""Providenciales"", ""active"": true}, {""name"": ""Grand Turk"", ""active"": true}, {""name"": ""South Caicos and East Caicos"", ""active"": true}, {""name"": ""North Caicos"", ""active"": true}, {""name"": ""Middle Caicos"", ""active"": true}, {""name"": ""Salt Cay"", ""active"": true}]",b19591f2-2cc5-4480-ab79-f37b73c89f8f,TU, urks and aicos slands,🇹🇺
Uganda,"[{""name"": ""Abim"", ""active"": true}, {""name"": ""Adjumani"", ""active"": true}, {""name"": ""Agago"", ""active"": true}, {""name"": ""Alebtong"", ""active"": true}, {""name"": ""Amolatar"", ""active"": true}, {""name"": ""Amudat"", ""active"": true}, {""name"": ""Amuria"", ""active"": true}, {""name"": ""Amuru"", ""active"": true}, {""name"": ""Apac"", ""active"": true}, {""name"": ""Arua"", ""active"": true}, {""name"": ""Budaka"", ""active"": true}, {""name"": ""Bududa"", ""active"": true}, {""name"": ""Bugiri"", ""active"": true}, {""name"": ""Buhweju"", ""active"": true}, {""name"": ""Buikwe"", ""active"": true}, {""name"": ""Bukedea"", ""active"": true}, {""name"": ""Bukomansimbi"", ""active"": true}, {""name"": ""Bukwo"", ""active"": true}, {""name"": ""Bulambuli"", ""active"": true}, {""name"": ""Buliisa"", ""active"": true}, {""name"": ""Bundibugyo"", ""active"": true}, {""name"": ""Bunyangabu"", ""active"": true}, {""name"": ""Busia"", ""active"": true}, {""name"": ""Butaleja"", ""active"": true}, {""name"": ""Butambala"", ""active"": true}, {""name"": ""Buvuma"", ""active"": true}, {""name"": ""Buyende"", ""active"": true}, {""name"": ""Dokolo"", ""active"": true}, {""name"": ""Gomba"", ""active"": true}, {""name"": ""Gulu"", ""active"": true}, {""name"": ""Hoima"", ""active"": true}, {""name"": ""Ibanda"", ""active"": true}, {""name"": ""Iganga"", ""active"": true}, {""name"": ""Isingiro"", ""active"": true}, {""name"": ""Jinja"", ""active"": true}, {""name"": ""Kaabong"", ""active"": true}, {""name"": ""Kabale"", ""active"": true}, {""name"": ""Kabarole"", ""active"": true}, {""name"": ""Kaberamaido"", ""active"": true}, {""name"": ""Kalangala"", ""active"": true}, {""name"": ""Kaliro"", ""active"": true}, {""name"": ""Kamuli"", ""active"": true}, {""name"": ""Kamwenge"", ""active"": true}, {""name"": ""Kanungu"", ""active"": true}, {""name"": ""Kapchorwa"", ""active"": true}, {""name"": ""Kasese"", ""active"": true}, {""name"": ""Katakwi"", ""active"": true}, {""name"": ""Kayunga"", ""active"": true}, {""name"": ""Kibaale"", ""active"": true}, {""name"": ""Kiboga"", ""active"": true}, {""name"": ""Kisoro"", ""active"": true}, {""name"": ""Kitgum"", ""active"": true}, {""name"": ""Koboko"", ""active"": true}, {""name"": ""Kole"", ""active"": true}, {""name"": ""Kotido"", ""active"": true}, {""name"": ""Kumi"", ""active"": true}, {""name"": ""Kween"", ""active"": true}, {""name"": ""Kyankwanzi"", ""active"": true}, {""name"": ""Kyegegwa"", ""active"": true}, {""name"": ""Kyenjojo"", ""active"": true}, {""name"": ""Kyotera"", ""active"": true}, {""name"": ""Lira"", ""active"": true}, {""name"": ""Luuka"", ""active"": true}, {""name"": ""Luwero"", ""active"": true}, {""name"": ""Lyantonde"", ""active"": true}, {""name"": ""Madi Okollo"", ""active"": true}, {""name"": ""Manafwa"", ""active"": true}, {""name"": ""Maracha"", ""active"": true}, {""name"": ""Masaka"", ""active"": true}, {""name"": ""Masindi"", ""active"": true}, {""name"": ""Mayuge"", ""active"": true}, {""name"": ""Mbale"", ""active"": true}, {""name"": ""Mbarara"", ""active"": true}, {""name"": ""Moroto"", ""active"": true}, {""name"": ""Moyo"", ""active"": true}, {""name"": ""Mpigi"", ""active"": true}, {""name"": ""Mukono"", ""active"": true}, {""name"": ""Nakapiripirit"", ""active"": true}, {""name"": ""Nakaseke"", ""active"": true}, {""name"": ""Nakasongola"", ""active"": true}, {""name"": ""Namayingo"", ""active"": true}, {""name"": ""Namisindwa"", ""active"": true}, {""name"": ""Namutumba"", ""active"": true}, {""name"": ""Napak"", ""active"": true}, {""name"": ""Nebbi"", ""active"": true}, {""name"": ""Ngora"", ""active"": true}, {""name"": ""Ntoroko"", ""active"": true}, {""name"": ""Ntungamo"", ""active"": true}, {""name"": ""Nwoya"", ""active"": true}, {""name"": ""Omoro"", ""active"": true}, {""name"": ""Otuke"", ""active"": true}, {""name"": ""Oyam"", ""active"": true}, {""name"": ""Pader"", ""active"": true}, {""name"": ""Pakwach"", ""active"": true}, {""name"": ""Pallisa"", ""active"": true}, {""name"": ""Rakai"", ""active"": true}, {""name"": ""Rubirizi"", ""active"": true}, {""name"": ""Sembabule"", ""active"": true}, {""name"": ""Serere"", ""active"": true}, {""name"": ""Sheema"", ""active"": true}, {""name"": ""Sironko"", ""active"": true}, {""name"": ""Soroti"", ""active"": true}, {""name"": ""Tororo"", ""active"": true}, {""name"": ""Wakiso"", ""active"": true}, {""name"": ""Yumbe"", ""active"": true}, {""name"": ""Zombo"", ""active"": true}]",a752b741-b2ed-4c32-8bf4-85ed23c29997,UG, ganda,🇺🇬
Ukraine,"[{""name"": ""Cherkasy"", ""active"": true}, {""name"": ""Chernihiv"", ""active"": true}, {""name"": ""Chernivtsi"", ""active"": true}, {""name"": ""Dnipropetrovsk"", ""active"": true}, {""name"": ""Donetsk"", ""active"": true}, {""name"": ""Ivano-Frankivsk"", ""active"": true}, {""name"": ""Kharkiv"", ""active"": true}, {""name"": ""Kherson"", ""active"": true}, {""name"": ""Khmelnytskyi"", ""active"": true}, {""name"": ""Kiev"", ""active"": true}, {""name"": ""Kirovohrad"", ""active"": true}, {""name"": ""Luhansk"", ""active"": true}, {""name"": ""Lviv"", ""active"": true}, {""name"": ""Mykolaiv"", ""active"": true}, {""name"": ""Odessa"", ""active"": true}, {""name"": ""Poltava"", ""active"": true}, {""name"": ""Rivne"", ""active"": true}, {""name"": ""Sumy"", ""active"": true}, {""name"": ""Ternopil"", ""active"": true}, {""name"": ""Vinnytsia"", ""active"": true}, {""name"": ""Volyn"", ""active"": true}, {""name"": ""Zakarpattia"", ""active"": true}, {""name"": ""Zaporizhia"", ""active"": true}, {""name"": ""Zhytomyr"", ""active"": true}]",468670c0-d9ce-4af5-bf80-c37882f29cda,UK, kraine,🇺🇰
United Arab Emirates,"[{""name"": ""Abu Dhabi"", ""active"": true}, {""name"": ""Ajman"", ""active"": true}, {""name"": ""Dubai"", ""active"": true}, {""name"": ""Fujairah"", ""active"": true}, {""name"": ""Ras Al Khaimah"", ""active"": true}, {""name"": ""Sharjah"", ""active"": true}, {""name"": ""Umm Al Quwain"", ""active"": true}]",490fcfac-c8ab-4741-a9b9-e45188f22f6a,UN, nited rab mirates,🇺🇳
United States,"[{""name"": ""Alabama"", ""active"": true}, {""name"": ""Alaska"", ""active"": true}, {""name"": ""Arizona"", ""active"": true}, {""name"": ""Arkansas"", ""active"": true}, {""name"": ""California"", ""active"": true}, {""name"": ""Colorado"", ""active"": true}, {""name"": ""Connecticut"", ""active"": true}, {""name"": ""Delaware"", ""active"": true}, {""name"": ""Florida"", ""active"": true}, {""name"": ""Georgia"", ""active"": true}, {""name"": ""Hawaii"", ""active"": true}, {""name"": ""Idaho"", ""active"": true}, {""name"": ""Illinois"", ""active"": true}, {""name"": ""Indiana"", ""active"": true}, {""name"": ""Iowa"", ""active"": true}, {""name"": ""Kansas"", ""active"": true}, {""name"": ""Kentucky"", ""active"": true}, {""name"": ""Louisiana"", ""active"": true}, {""name"": ""Maine"", ""active"": true}, {""name"": ""Maryland"", ""active"": true}, {""name"": ""Massachusetts"", ""active"": true}, {""name"": ""Michigan"", ""active"": true}, {""name"": ""Minnesota"", ""active"": true}, {""name"": ""Mississippi"", ""active"": true}, {""name"": ""Missouri"", ""active"": true}, {""name"": ""Montana"", ""active"": true}, {""name"": ""Nebraska"", ""active"": true}, {""name"": ""Nevada"", ""active"": true}, {""name"": ""New Hampshire"", ""active"": true}, {""name"": ""New Jersey"", ""active"": true}, {""name"": ""New Mexico"", ""active"": true}, {""name"": ""New York"", ""active"": true}, {""name"": ""North Carolina"", ""active"": true}, {""name"": ""North Dakota"", ""active"": true}, {""name"": ""Ohio"", ""active"": true}, {""name"": ""Oklahoma"", ""active"": true}, {""name"": ""Oregon"", ""active"": true}, {""name"": ""Pennsylvania"", ""active"": true}, {""name"": ""Rhode Island"", ""active"": true}, {""name"": ""South Carolina"", ""active"": true}, {""name"": ""South Dakota"", ""active"": true}, {""name"": ""Tennessee"", ""active"": true}, {""name"": ""Texas"", ""active"": true}, {""name"": ""Utah"", ""active"": true}, {""name"": ""Vermont"", ""active"": true}, {""name"": ""Virginia"", ""active"": true}, {""name"": ""Washington"", ""active"": true}, {""name"": ""West Virginia"", ""active"": true}, {""name"": ""Wisconsin"", ""active"": true}, {""name"": ""Wyoming"", ""active"": true}]",ccf70b0d-f3fb-4cab-a84d-95cd7255c388,UN, nited tates,🇺🇳
